scenario_id,seed,kapcoin-usd_train_regimes,kapcoin-usd_train_num_phases,kapcoin-usd_train_first_drift,kapcoin-usd_train_last_drift,kapcoin-usd_train_avg_vol,metucoin-usd_train_regimes,metucoin-usd_train_num_phases,metucoin-usd_train_first_drift,metucoin-usd_train_last_drift,metucoin-usd_train_avg_vol,tamcoin-usd_train_regimes,tamcoin-usd_train_num_phases,tamcoin-usd_train_first_drift,tamcoin-usd_train_last_drift,tamcoin-usd_train_avg_vol
25,198017,volatile_chop|steady_bear|accumulation,3,0.000229330573825534,0.000531665590111213,0.0346447757842594,sideways|steady_bull|explosive_bull|sideways,4,0.0002110565936558949,0.0003982886661064027,0.02873865390478671,volatile_chop|sideways|steady_bull,3,-0.00042673631984374805,0.002448714774981631,0.026876259585345133
26,205936,steady_bear|accumulation|sideways,3,-0.003818233285859728,5.384348965167937e-05,0.01754046885343668,sideways|volatile_chop|steady_bull,3,0.00014167661440471404,0.003733948858692367,0.036618333862640955,sideways|explosive_bull|steady_bear|accumulation,4,-0.00039585421094825215,0.0002080594542434292,0.023090750332968674
27,213855,steady_bear|accumulation|steady_bull,3,-0.002843989774792695,0.003974395781682371,0.019601810365510428,accumulation|explosive_bull,2,0.0006796315784343763,0.00557284839670583,0.03322289577018647,recovery|steady_bull|steady_bear,3,0.0037395589782064716,-0.003971565864261242,0.02942258672390981
28,221774,volatile_chop|steady_bear|sideways,3,-4.31662415398024e-05,-0.000378613530625996,0.029269916224374026,capitulation|volatile_chop|sideways,3,-0.009812465822842713,0.0001853159910074198,0.04951799675987711,steady_bear|accumulation|sideways,3,-0.002242607736678886,3.785410922819716e-07,0.01939270981930558
29,229693,accumulation|steady_bull|sideways,3,0.0005654768878513292,-0.00023614718099611033,0.018202433490614577,recovery|sideways,2,0.005456485857299456,-0.00015401612447773263,0.030650188858399197,volatile_chop|steady_bear|accumulation|steady_bull,4,0.00020579242059191752,0.0030943057166758965,0.023677888912726767
30,237612,steady_bull|explosive_bull|volatile_chop,3,0.0030074746900195567,-0.0004835472976965347,0.045422694135939745,accumulation|steady_bull|explosive_bull,3,0.00027983000639779176,0.006885971310333342,0.022591813004214173,recovery|steady_bull,2,0.005787084597608409,0.0030597809533845074,0.023343055813469717
31,245531,recovery|volatile_chop,2,0.004732393622471321,0.0002127479247819459,0.052614247695870205,steady_bull|sideways|volatile_chop,3,0.001604961140486928,0.00019283290042966072,0.0312777595893072,volatile_chop|capitulation|death_spiral,3,0.0004433491994074131,-0.016285705490210304,0.052329087166615905
32,253450,volatile_chop|steady_bear|capitulation,3,-0.0004975209404030129,-0.006346613272063761,0.04107838265548494,recovery|sideways|explosive_bull|steady_bear,4,0.003989321431572553,-0.001886818771692676,0.0314586932562329,sideways|explosive_bull|steady_bear|accumulation,4,-0.0004951055843740502,0.0008995686411769719,0.024315809596401863
33,261369,accumulation|explosive_bull|steady_bear,3,0.0007999363322896705,-0.0018993585758139185,0.02385939594655793,death_spiral|sideways|steady_bear,3,-0.02919713494578975,-0.0016196665325349377,0.03193627287791654,sideways|steady_bear|sideways,3,-0.00036657707134451936,5.796805191961589e-05,0.025667606271725974
34,269288,recovery|volatile_chop|steady_bull|steady_bear,4,0.0034469653788699837,-0.002320473551922916,0.03371297710832895,sideways|steady_bear|accumulation,3,-0.00030948834035761564,0.00023624112776244203,0.014872205009362977,volatile_chop|sideways|steady_bull,3,0.00021768165454148823,0.0029190953021581275,0.034862056709932567
35,277207,sideways|steady_bull|explosive_bull,3,-0.00035513658966853095,0.0073605471288163155,0.021619900499638526,sideways|steady_bear|sideways|volatile_chop,4,6.062485443600958e-05,0.00013378220993241448,0.02464863518112806,volatile_chop|steady_bear|sideways,3,0.0004315555683618073,0.0003436876388761453,0.02989305402841344
36,285126,sideways|steady_bull|sideways|steady_bear,4,0.00040744766681063667,-0.0032900828878972485,0.020186045065929574,sideways|explosive_bull|steady_bear,3,0.0002192122260456248,-0.0022987001154161687,0.026843262997468077,volatile_chop|steady_bull|explosive_bull|steady_bear,4,0.00021022654473291783,-0.003948604685930253,0.0422734940956605
37,293045,sideways|accumulation|explosive_bull|sideways,4,-0.0004673253228409907,0.0002571146297396834,0.024886056183692107,recovery|steady_bull|sideways,3,0.005106889900688447,-0.00015449533971882722,0.02482575229397516,steady_bear|recovery|volatile_chop,3,-0.0021444409444977067,-0.00028918144908475664,0.04720967813687469
38,300964,steady_bear|accumulation|sideways,3,-0.003426466874508102,-0.00030311942205051587,0.016875547600317783,sideways|explosive_bull|capitulation|recovery,4,0.00026176470047374427,0.005383220301538167,0.03525386991162608,volatile_chop|steady_bear|capitulation,3,-0.00038174395269185404,-0.013106800977817417,0.0566094733193036
39,308883,steady_bear|accumulation|explosive_bull|capitulation,4,-0.0017545313089050766,-0.008534646434522182,0.02780328245268116,volatile_chop|steady_bear,2,0.00010749285919866756,-0.001912992621344129,0.034864519752869874,sideways|accumulation|explosive_bull|volatile_chop,4,-2.9977590883958558e-05,0.00030216120267698144,0.028136062267248838
40,316802,recovery|steady_bull|explosive_bull|capitulation,4,0.003107417093313921,-0.014436737580123512,0.03854145427327241,accumulation|steady_bull|explosive_bull,3,0.0006897914129097742,0.008522031022747817,0.03169100285347624,recovery|sideways|steady_bear,3,0.004018934390576613,-0.0015317653265983222,0.03616203335677578
41,324721,steady_bear|sideways,2,-0.002606497607752319,0.00031703242416768673,0.022329307284643808,steady_bear|accumulation|sideways,3,-0.0022216927245156458,0.00023286863368063987,0.0171225493671595,steady_bear|accumulation|explosive_bull|volatile_chop,4,-0.002699698818149289,-0.0002002503786374689,0.03362611080725138
42,332640,steady_bear|capitulation,2,-0.003454218615695931,-0.012977932073622796,0.040246383627079815,recovery|steady_bull|steady_bear,3,0.003387725822690917,-0.002009084332701214,0.02564651271480031,accumulation|sideways|volatile_chop,3,0.0007370763651014813,0.00035891576921874243,0.03249395047524726
43,340559,recovery|volatile_chop,2,0.004759955363882389,-8.766197298739958e-07,0.048715281278251615,sideways|volatile_chop|steady_bull|steady_bear,4,0.00048547603413228325,-0.0017196777706249607,0.03053761817329129,sideways|volatile_chop|steady_bull,3,-0.00016683086956734204,0.0023260310338620114,0.03106800420433091
44,348478,sideways|steady_bull,2,0.00020020109991615445,0.0029196457361259642,0.021366499499997714,recovery|sideways|accumulation,3,0.0046609670082803385,0.0003253333775407152,0.02676392279758057,recovery|volatile_chop|sideways|steady_bull,4,0.003886340212960567,0.002216815012055551,0.030690201832429813
45,356397,capitulation|sideways|steady_bull,3,-0.007034122568767105,0.0038740790670841745,0.04105350148861837,steady_bull|steady_bear|sideways|steady_bear,4,0.002325814629398851,-0.0037978776033035315,0.025455094657731114,accumulation|sideways,2,0.000247267161043412,-0.00010103938662095848,0.014876798844298808
46,364316,volatile_chop|capitulation|death_spiral,3,-0.00043874748246490035,-0.026403482143614623,0.06790147814128876,accumulation|steady_bull,2,0.000701511948635361,0.002800384904330584,0.019957279366185104,sideways|steady_bear|accumulation,3,0.00040241322655752536,0.0008261710412283927,0.017621747831388035
47,372235,recovery|steady_bull|volatile_chop|capitulation,4,0.0052674686946136,-0.010638952272300196,0.04305314834589577,steady_bear|accumulation|sideways,3,-0.003148541975751467,0.0002787299844539559,0.022708405143406035,capitulation|volatile_chop|steady_bear|capitulation,4,-0.005446988508023573,-0.009643562352562269,0.04866208662783503
48,380154,recovery|steady_bull,2,0.0023124283711360508,0.0018164266951544647,0.030340647888717376,recovery|volatile_chop|sideways,3,0.004207955198757857,6.641966826261263e-05,0.039023950243970255,sideways|explosive_bull,2,0.00042449210490035885,0.005840210449134962,0.026939329872117473
49,388073,sideways|accumulation|explosive_bull|volatile_chop,4,-7.000942871065882e-05,0.0004825380872830053,0.03024508457157497,volatile_chop|steady_bull,2,0.00039530306517037393,0.0029775677725865347,0.03944724981299917,death_spiral|recovery|sideways,3,-0.01552138238384399,0.0003150185074110557,0.03976259347455342
50,395992,recovery|sideways|steady_bull,3,0.005823907097456766,0.003384673607827751,0.02650718315225069,capitulation|volatile_chop|capitulation,3,-0.006071952717346653,-0.005533240720585262,0.0581534480196861,accumulation|explosive_bull|steady_bear,3,0.000316671081322302,-0.0034298537998070835,0.032928467725011935
51,403911,accumulation|explosive_bull,2,0.0007535723017453717,0.0048468220715460345,0.022155186661389305,volatile_chop|sideways|explosive_bull,3,0.00036632856214962684,0.004542028881896771,0.043029637976174796,accumulation|steady_bull|sideways,3,0.0008572979901232042,7.67931349620806e-05,0.018521703446434487
52,411830,capitulation|death_spiral|recovery|volatile_chop,4,-0.007237190283903579,0.0004445999833074747,0.05358219852582765,recovery|sideways|steady_bull,3,0.0023302702815779733,0.0029334306948929773,0.02554470856851934,steady_bull|sideways,2,0.0038510013635095893,0.00019197533428294013,0.02085624213727793
53,419749,capitulation|recovery|sideways,3,-0.010909410643549201,0.00014224737550035582,0.04371647585068347,volatile_chop|capitulation,2,8.721794807429323e-05,-0.013404758593435234,0.062083917520955295,accumulation|explosive_bull|volatile_chop|capitulation,4,0.0002340026658926056,-0.014720477116259382,0.040778803321237324
54,427668,capitulation|sideways|volatile_chop,3,-0.0103629790410466,-0.00022387067706150933,0.04622089691182904,capitulation|death_spiral|sideways,3,-0.005376563528366648,0.00028254175157362894,0.04303881672385595,steady_bull|explosive_bull|capitulation,3,0.0026989743915125956,-0.00603329737195063,0.036928079259542425
55,435587,recovery|steady_bull|volatile_chop|steady_bull,4,0.0020214917972910832,0.002050388373253264,0.03466906224860694,sideways|volatile_chop|sideways,3,2.1130754084984407e-06,-0.0001762411217588408,0.035370541601291085,accumulation|explosive_bull|volatile_chop,3,0.000766065635133556,-0.00016989911780183322,0.042496955312491584
56,443506,recovery|steady_bull|explosive_bull,3,0.0027790540069585748,0.005771051716142417,0.03106553132203167,volatile_chop|capitulation|sideways,3,7.430290950248813e-05,0.00039013738709345954,0.0406639015059078,steady_bear|accumulation,2,-0.0022455851874518813,0.0005166360380309537,0.02334932330988328
57,451425,accumulation|explosive_bull,2,0.0006967318734719427,0.006512353912285269,0.0303022222741484,volatile_chop|steady_bull,2,-0.00019046025556935706,0.0015021767286662391,0.03531213358656496,recovery|volatile_chop|capitulation,3,0.005458831066309769,-0.005902666559840857,0.050238206302424315
58,459344,death_spiral|sideways|accumulation|sideways,4,-0.01934790725922185,-0.000370747195485158,0.03392174731285615,sideways|steady_bear|accumulation|sideways,4,0.00019942037628584066,-0.0003854466664403456,0.014565438955146127,steady_bull|sideways,2,0.0030408401593287077,8.809094054381891e-05,0.0163262005209613
59,467263,recovery|volatile_chop|capitulation,3,0.004175740016515151,-0.01430019821036935,0.03985650584947638,steady_bear|sideways|volatile_chop,3,-0.003861188464115395,0.00015056261207979486,0.03354123148571376,accumulation|steady_bull|steady_bear,3,0.0007437931700959906,-0.0035503580174688397,0.02204515413601697
60,475182,recovery|sideways|accumulation|steady_bull,4,0.005559024443204159,0.0023681385795671465,0.018708503686674118,sideways|steady_bull,2,-0.00012869569174957842,0.001969710952692162,0.01872754381357701,steady_bear|capitulation|sideways,3,-0.0015434643356676534,0.0001230023175963535,0.040541363763274815
61,483101,steady_bear|accumulation,2,-0.0034802478670408676,0.0006826136828056124,0.021095815726912413,recovery|volatile_chop|steady_bear,3,0.0033375237691911875,-0.002411819100299113,0.03728387427092985,steady_bull|volatile_chop|steady_bear,3,0.0021190770694703965,-0.003605886828084068,0.03434451018054543
62,491020,sideways|steady_bull,2,1.1419450540066985e-06,0.00200305855860803,0.019793262643216458,capitulation|recovery,2,-0.01465772543518271,0.0029442689926030005,0.0430956534621033,sideways|steady_bull|steady_bear,3,-0.0004398680950324706,-0.003421742430480363,0.025403241513138552
63,498939,sideways|steady_bear,2,0.000325770432098047,-0.0036630747394482107,0.015443414768525426,sideways|accumulation|explosive_bull,3,0.0003757525450713894,0.005641570152460976,0.028508105003405334,volatile_chop|steady_bull|volatile_chop,3,-0.0003495212960381713,-6.962343308062068e-05,0.04970172687862373
64,506858,accumulation|explosive_bull|capitulation,3,0.0009594007380496658,-0.013363260311944646,0.04465366910728657,steady_bear|accumulation|sideways,3,-0.0031850540010364492,-0.00029051513897009333,0.01403844709121444,volatile_chop|steady_bear,2,0.0001749677506026235,-0.002173631408079723,0.031546054677886765
65,514777,recovery|steady_bull|steady_bear,3,0.0057264253010489725,-0.00204069065361378,0.023706189031003497,recovery|sideways,2,0.004796537860722991,-0.00012215879945944984,0.03428011240687304,capitulation|death_spiral|sideways,3,-0.00675658542622257,6.248817716076943e-05,0.05108002003987089
66,522696,volatile_chop|sideways|steady_bear,3,5.475969652579183e-05,-0.00315982080063417,0.02696911005019802,recovery|volatile_chop|steady_bear|accumulation,4,0.004934997188127255,0.0007516235911189712,0.0268971972858752,sideways|volatile_chop|steady_bear|capitulation,4,6.764550043524128e-05,-0.013211400283195996,0.034464827073815915
67,530615,capitulation|death_spiral|recovery|volatile_chop,4,-0.007994158886504912,-0.00011440811624279521,0.06276688802031857,steady_bear|capitulation|death_spiral,3,-0.0025900970124844973,-0.011984135925826481,0.05283794287993506,accumulation|sideways|steady_bear,3,0.0006625060037308344,-0.0029970255164670553,0.012961915533205881
68,538534,recovery|volatile_chop|steady_bear,3,0.002441727244342234,-0.002279950210521994,0.03424215110116877,capitulation|recovery,2,-0.008256369619547229,0.0027980826555019734,0.040784119231839305,sideways|steady_bull|sideways|steady_bull,4,-0.00015080515508988592,0.0027948863105909444,0.021582538502626196
69,546453,steady_bear|recovery|steady_bull|sideways,4,-0.0015386057841081202,-0.00018809306138523263,0.028400191062501755,sideways|steady_bull|volatile_chop|steady_bear,4,0.00024418657818441167,-0.0036752508253886026,0.027574569638369014,recovery|sideways,2,0.0023795538115975205,1.1469002528467407e-05,0.02758771821030665
70,554372,steady_bear|recovery|sideways,3,-0.0027651685755397983,0.0002126810182301413,0.02264298693283245,sideways|volatile_chop,2,-2.565384473531652e-05,0.00038909905687963876,0.034811013151306074,sideways|steady_bear|capitulation,3,0.00016672919458458532,-0.012312551619970958,0.03426027051757288
71,562291,recovery|volatile_chop|sideways,3,0.005585703601764713,5.787398372403805e-05,0.03153373245159092,steady_bull|volatile_chop|steady_bear|sideways,4,0.002292342436583949,-3.298732271779281e-05,0.026750191943038012,sideways|volatile_chop,2,0.0001948835040428866,-0.0001360708871237396,0.042437329715826214
72,570210,accumulation|explosive_bull|sideways,3,0.000493684586903773,0.0003929590329956894,0.023253417364564027,sideways|accumulation|explosive_bull,3,0.0002590319364900752,0.009998791569297609,0.02641700118030745,recovery|sideways|steady_bear,3,0.004010268793229865,-0.0028817176214377444,0.023603272255503155
73,578129,volatile_chop|sideways|explosive_bull,3,0.00036408865531383926,0.007832565506108977,0.03647840292130434,recovery|sideways|explosive_bull,3,0.004243299333439087,0.005730482541926961,0.028774863998300145,capitulation|recovery|volatile_chop,3,-0.014043033680616648,3.882018838056664e-05,0.0467931515018577
74,586048,death_spiral|sideways,2,-0.029165204251010435,0.00016848830315512812,0.055868963704787014,recovery|steady_bull|explosive_bull|sideways,4,0.003158229311765713,-0.00036048866113671727,0.026445491999859974,steady_bear|sideways|volatile_chop,3,-0.001727163777328879,-0.00045644154766936817,0.03089493920787832
75,593967,recovery|sideways|volatile_chop,3,0.003127413849367816,2.053348986808532e-05,0.04042905605595119,volatile_chop|sideways|accumulation|explosive_bull,4,-0.0003674967801484536,0.009531497521971702,0.03276422553836697,steady_bear|accumulation|steady_bull,3,-0.003083174029670734,0.0035942216403811542,0.02399821333775269
76,601886,accumulation|steady_bull,2,0.0003222137732367163,0.0037255550968575157,0.013999829140682419,capitulation|recovery|volatile_chop,3,-0.014373978620703012,-0.00021348409913984234,0.0430761615136801,volatile_chop|sideways|explosive_bull,3,-0.00037086530978075883,0.00514641857513045,0.045666435721247976
77,609805,volatile_chop|steady_bull|explosive_bull,3,-0.00038632189900010896,0.0048734464699763,0.041322793755254716,accumulation|explosive_bull,2,0.00034330253446259785,0.00544246753044417,0.021272732549215745,sideways|steady_bear|recovery,3,-0.00016710200106287985,0.0033298712605442397,0.026484946257726998
78,617724,steady_bull|volatile_chop|steady_bear,3,0.0020090955186822185,-0.0023951616784116743,0.03494725946181861,steady_bear|recovery|sideways|explosive_bull,4,-0.0026704746315007214,0.004666570928350069,0.034075495170467776,steady_bear|capitulation|volatile_chop,3,-0.002802253926037925,-0.0004090639751536224,0.05178207381844724
79,625643,volatile_chop|steady_bull|sideways|steady_bear,4,-0.0004993516064800931,-0.0020950478904601636,0.02681405377970865,capitulation|death_spiral|recovery,3,-0.011949665509708891,0.0038643659387789303,0.06020112915139173,sideways|accumulation|sideways,3,-0.00014943541215617438,0.0004076810220410749,0.01582651319269646
80,633562,death_spiral|recovery|volatile_chop,3,-0.023951640213692303,-0.00040746439212668937,0.046108401175948284,capitulation|recovery|volatile_chop,3,-0.010866918871707093,-0.0002806597492725295,0.04439901988535817,recovery|steady_bull|sideways,3,0.0049744677284741246,5.014820356624488e-05,0.024312666771615362
81,641481,sideways|volatile_chop|sideways|steady_bull,4,0.00039364854810091103,0.002404289089585807,0.023438312645822884,volatile_chop|steady_bull,2,-0.0001616236649682523,0.0025611615221756354,0.03485739192258868,sideways|accumulation|steady_bull,3,0.00018487213332346434,0.0017105006941289345,0.01875570129661603
82,649400,volatile_chop|steady_bear|capitulation|volatile_chop,4,0.0001403644166061538,0.00041179444862019584,0.050450494725024275,capitulation|sideways|steady_bear,3,-0.01047011449834381,-0.0030146466734241647,0.037253964134395835,recovery|sideways|steady_bear|sideways,4,0.005396469650825221,-0.00013944008761620884,0.02537014495568129
83,657319,recovery|sideways,2,0.005023652709545026,-7.595706573267937e-05,0.02234618502568237,steady_bull|sideways|steady_bull|sideways,4,0.003952684436039564,0.00026149704730822946,0.022610997775792285,steady_bull|explosive_bull|capitulation,3,0.0037669395510190676,-0.01346451040912144,0.05539506867254327
84,665238,accumulation|steady_bull|volatile_chop,3,0.0008334905212529774,-4.220726557428923e-05,0.029000486770067547,volatile_chop|capitulation|recovery,3,3.0558075949157094e-05,0.0036981317916219628,0.047976356102475304,sideways|accumulation|steady_bull|volatile_chop,4,-0.00038419052356160246,0.00036132886024409694,0.029314317414125157
85,673157,recovery|steady_bull|explosive_bull,3,0.002639085201989754,0.006167153831794281,0.035689930811304504,steady_bear|sideways,2,-0.0025979690231227627,-0.000436440602073227,0.020569626518479118,volatile_chop|steady_bull,2,5.409687248641038e-05,0.0037858963854118756,0.04363534583425637
86,681076,volatile_chop|steady_bull|sideways,3,0.0003162769474983464,0.00011775322524786404,0.038380322806546206,volatile_chop|capitulation|volatile_chop,3,0.00010724528631836394,-2.9273609174764684e-06,0.05736535422869928,sideways|volatile_chop,2,0.00026424403018866414,-0.0003603609600794053,0.042433617061639076
87,688995,steady_bull|volatile_chop|steady_bear|recovery,4,0.0029229565232031284,0.0020766249774249383,0.0303191832004088,recovery|sideways|steady_bear|sideways,4,0.002236528150549636,-0.0002137654371971611,0.028005757766730272,steady_bear|sideways|accumulation,3,-0.0027346751216677317,0.00020205485652129412,0.024371416619489956
88,696914,steady_bear|capitulation|volatile_chop,3,-0.001639456135490882,0.0001978259729096736,0.04527857887063987,steady_bear|capitulation|death_spiral,3,-0.003939704330591821,-0.022111273931485653,0.06439893111495311,sideways|steady_bull|volatile_chop,3,0.00032232706227003415,-0.000433484601207193,0.02670850231821
89,704833,sideways|steady_bull|volatile_chop,3,0.00020203582321111618,0.00027518835285884966,0.03249084801493344,accumulation|explosive_bull,2,0.000585493410431247,0.007782043728361745,0.021355313862000742,volatile_chop|sideways|volatile_chop,3,0.0002584835772600322,0.0001961807514561947,0.04635730775198508
90,712752,volatile_chop|capitulation|recovery,3,-0.00035191539462652824,0.005160304337636632,0.048049681587386726,death_spiral|recovery|sideways,3,-0.01816623680049847,0.000265766784355805,0.05328597952817537,sideways|volatile_chop,2,-0.0002301828730040858,0.0004190383824542788,0.04183325178065639
91,720671,sideways|explosive_bull|sideways,3,-0.00028883352681948664,0.00040615407115878615,0.0267876975827185,accumulation|sideways|volatile_chop,3,0.0007255603161526875,-0.0002165550971376392,0.026995078984155277,steady_bear|recovery|sideways,3,-0.0017460721510431667,0.00048700749398783915,0.02351746620053685
